Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_LargeAddressAware,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value,Gen_0,Gen_1,Gen_2,Allocated_Bytes
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Overhead,Jitting,1,184200,1,184200,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Jitting,1,4386947300,1,4386947300,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Overhead,Jitting,2,1700,1,1700,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Jitting,2,4302124000,1,4302124000,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Warmup,1,4315307200,1,4315307200,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Warmup,2,3837549000,1,3837549000,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Warmup,3,3719259200,1,3719259200,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Warmup,4,3644792500,1,3644792500,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Warmup,5,3647378400,1,3647378400,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Warmup,6,3736025800,1,3736025800,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Warmup,7,3993512400,1,3993512400,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Warmup,8,3663544900,1,3663544900,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Warmup,9,4140401000,1,4140401000,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Warmup,10,3709836400,1,3709836400,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,1,3643706500,1,3643706500,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,2,3609999400,1,3609999400,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,3,4124061500,1,4124061500,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,4,6504013300,1,6504013300,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,5,5914097300,1,5914097300,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,6,5947410000,1,5947410000,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,7,5722042000,1,5722042000,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,8,5390580300,1,5390580300,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,9,3501548700,1,3501548700,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,10,3726827200,1,3726827200,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,11,3681862600,1,3681862600,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,12,3751499500,1,3751499500,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,13,4299077600,1,4299077600,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,14,6226598800,1,6226598800,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,15,5839473700,1,5839473700,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,16,5522699400,1,5522699400,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,17,5627381100,1,5627381100,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,18,4876975300,1,4876975300,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,19,3612247300,1,3612247300,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,20,3618545000,1,3618545000,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,21,3640288500,1,3640288500,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,22,3613723000,1,3613723000,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,23,3627021700,1,3627021700,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,24,3589363300,1,3589363300,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,25,3942559200,1,3942559200,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,26,3833090800,1,3833090800,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,27,3621046700,1,3621046700,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,28,3616648800,1,3616648800,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,29,3720299800,1,3720299800,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,30,4619323200,1,4619323200,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,31,4419462200,1,4419462200,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,32,4034641800,1,4034641800,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,33,5063056900,1,5063056900,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,34,3986270900,1,3986270900,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,35,4445250800,1,4445250800,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,36,4618842200,1,4618842200,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,37,4546566700,1,4546566700,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,38,4575869000,1,4575869000,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,39,4830295800,1,4830295800,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,40,4390536800,1,4390536800,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,41,4044326200,1,4044326200,0,0,0,44080
SpellCheckerBenchmark.LinearCheck,ALGORITHMS.ASSIGNMENT2.PART1,SpellCheckerBenchmark,LinearCheck,DefaultJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,DefaultJob,,1,Workload,Actual,42,3725676400,1,3725676400,0,0,0,44080
